5.000000e+06	1.134104e+11	-1.206121e+08	3.361968e+10
5.029341e+06	1.093404e+11	-6.535267e+07	3.354925e+10
5.058854e+06	1.053217e+11	-7.132640e+07	3.337874e+10
5.088540e+06	1.015994e+11	-7.236855e+07	3.328878e+10
5.118401e+06	9.795354e+10	-7.425631e+07	3.320377e+10
5.148437e+06	9.441726e+10	-7.612767e+07	3.313175e+10
5.178649e+06	9.099055e+10	-7.807718e+07	3.306942e+10
5.209038e+06	8.767308e+10	-8.008739e+07	3.301581e+10
5.239606e+06	8.446360e+10	-8.216305e+07	3.297001e+10
5.270353e+06	8.136028e+10	-8.430411e+07	3.293145e+10
5.301280e+06	7.836096e+10	-8.651210e+07	3.289971e+10
5.332389e+06	7.546322e+10	-8.878849e+07	3.287447e+10
5.363680e+06	7.266451e+10	-9.113498e+07	3.285553e+10
5.395156e+06	6.996218e+10	-9.355340e+07	3.284274e+10
5.426815e+06	6.735355e+10	-9.604571e+07	3.283601e+10
5.458661e+06	6.483590e+10	-9.861398e+07	3.283529e+10
5.490693e+06	6.240653e+10	-1.012604e+08	3.284056e+10
5.522914e+06	6.006275e+10	-1.039872e+08	3.285184e+10
5.555323e+06	5.780191e+10	-1.067969e+08	3.286915e+10
5.587923e+06	5.562142e+10	-1.096919e+08	3.289256e+10
5.620714e+06	5.351869e+10	-1.126748e+08	3.292212e+10
5.653697e+06	5.149124e+10	-1.157483e+08	3.295790e+10
5.686874e+06	4.953662e+10	-1.189152e+08	3.299999e+10
5.720246e+06	4.765244e+10	-1.221784e+08	3.304845e+10
5.753814e+06	4.583640e+10	-1.255408e+08	3.310336e+10
5.787578e+06	4.408624e+10	-1.290055e+08	3.316480e+10
5.821541e+06	4.239979e+10	-1.325756e+08	3.323280e+10
5.855703e+06	4.077492e+10	-1.362542e+08	3.330743e+10
5.890065e+06	3.920961e+10	-1.400447e+08	3.338869e+10
5.924629e+06	3.770187e+10	-1.439502e+08	3.347659e+10
5.959396e+06	3.624980e+10	-1.479741e+08	3.357109e+10
5.994367e+06	3.485156e+10	-1.521195e+08	3.367212e+10
6.029543e+06	3.350539e+10	-1.563899e+08	3.377958e+10
6.064925e+06	3.220958e+10	-1.607883e+08	3.389330e+10
6.100515e+06	3.096249e+10	-1.653179e+08	3.401309e+10
6.136314e+06	2.976256e+10	-1.699815e+08	3.413866e+10
6.172323e+06	2.860825e+10	-1.747820e+08	3.426968e+10
6.208544e+06	2.749814e+10	-1.797218e+08	3.440577e+10
6.244977e+06	2.643082e+10	-1.848032e+08	3.454644e+10
6.281623e+06	2.540496e+10	-1.900281e+08	3.469113e+10
6.318485e+06	2.441926e+10	-1.953978e+08	3.483923e+10
6.355563e+06	2.347251e+10	-2.009133e+08	3.499003e+10
6.392859e+06	2.256349e+10	-2.065749e+08	3.514275e+10
